Index,Customer Id,First Name,Last Name,City,Country,Phone 1,Phone 2,Email,Subscription Date,Website
11,juKbnoCs+HM0fWndX75z+wETed3uuLDetUXHEH9N2EKifzPF4An9ecctQw==,qsVLGv0CaCJp3wfd0hVsBbJjA5f8R3CDn5KkzhMyUZU=,8TX/q1Iq/tWwGGo9GQvUY28GtWRYgWCp5rpeO4oqSiZMfqRwSQ==,U5Rw5Fr4eQzhkMhR2D70F7JgbY1wfJ+9TYeljmVUsBoSjiDLbVfkUg==,Guernsey,qddoagT3etc92YBNsI787zNdNp50tqV6+U5GyMdhmZ2t9tOqQYkbgbYBKPU=,z+M1+hRKyhD4OZBwYIamtibRqaWVUwHgjGYhM1FbEQCVuiOGShq/SP1BFHQ=,y8oxMPFwYeIuXfx3lscBBALdksCBKBPxdEm5Vrg7VJaEXBTGGx1XVhXkHWzPFQ==,2021-10-20,MZ9uo0yg6nF/HirstwTS3pJvlumOqPHs80+3CA+TMXDfTykMh24suHBON4PjkovolNlZlDNt7g==
12,8vseKojeoobOoz+U2plVYK+dpWhKNVnPxl2AdZYScOzZHJ7NirlVoG8fJw==,kEPoFsUYmExzkq8wX02NIIsBh5A1TL0SI4bHUa2pD/2x,4EGkYhYQUSIRA4uNuX5s/BVCZzrksZJhz5/u9Tk+IZjO4g==,jY8hQluFMchoQXDkV7B65SjVuX1bKkFSl9dVmSYGH1V/KP0B5jY0,Vietnam,7Dfu6ZYO3S3/Ak4chNoFpVfcqZtmAM+U4GC8elaC636qR+cBu0+1zp0=,QGXGgbB2QouxZB11kFqEJvVFynk1x3Pjt0SKpCV/NU6B6PeL0Fz5x5weDLH9FcfR8w==,Gt6TwjFhI9n2irSXFe5bxHtNyndX6l9v0dYZQzhjvo6AnTJHsjAlBiynrOa6yw==,2020-11-29,CAfbwyryKaR+T4sFqjFBlArSzcoUUsmLWE2OJNT5w5w4GnCvGQVUNmO8LhV3TjGeMhfY
13,poBh+C+motW8KprQiKkIg8uvXhhsvMVYF7vAt9jVKIoJxQ6ReL72IXh9Sw==,Y4SzRWtCI2m2J6+HKRS9z616dxeuNAL+7dU/8a9R1955uQ==,IhclXcfHDdjjh0j4FBWjdNltGuaptMD3trjYRpFgofU=,aJgLyVxtmLoZRaPj3k7IAjBtV3ICiYXn5TN4CsOds3BMJbPxJk3RENBHc7h2,Togo,pLQ15QHg/FZGCrGsRIDEH3WYIdsiFsYi+zxqwkAWMUE2CCEoXzzAgfjlH08=,RsOHIkdnLEx0Xe18Fo3HUjUUrvW5mPGIwUFod1EHMGoir/H/8f4PTew=,23tFvV4+HP1Xz2t/HSALIvgkdiRPiie/k5CnKpEljipogC9h2d810Nhy/DA=,2021-12-02,bAE0FTbCYyO1hEoTyRoE8ZAscUiJINRI4GrbMPeuESuHlE8vCCwcILEXFl/lNl/D
14,prykKQ7N3thiwQ43uP/TXeznGN5e6kE2rEZXQ3hO7dTNbRXlS9du/Ih/Sg==,4TrynUSO3TVw/Ah0rOQv3NZxAbaMfrSwiLHsEQ8+F0v3+dD4,rXav16xlL5ECeFa3Q7RN2tudzmtNYMh0vIjKxvkRIA==,T8TolVYmrAKUAEHngsjNGUd0GyURJgNDmz3GMPdJ8Jx6eBjZ,Sri Lanka,Bh1IuISg1OS1wGYYRi6L+JirMS+nCN1JFfvgLb6peYDEcKId97cHmAUitkiI3Q==,jAX+D5lQFvMUr1yZFbCxbAHvxtSQicgHt4ZlCBqfliCetojfPr7DKd2v3id37SsD,sh/8vqNQaA4BoRGoRpr9vcRHMF0ShHy4oPJE/uhpZCCc3O0VmeQ0SZ328+pfr58ZXvjaoA==,2021-02-08,9h0EmggdPHgvkGIzs8lwTMVukenulVfsMO6nGepu9ChD9T0Lz5rus6iYmCdYbad2GmQH
15,t91PsGUEwBiG78nr8kiHhRrJeDqO0d9DYem6z2ep5Ck+ZoKNrWY/vA4DoQ==,63NdggR/8hOKi+KaU89yXsGAWVhX1xh1rKpqmwzW7cVq,+GalDIIWqHQc/92g591OTKnM7dZA0DfBSDA3WL/HgYw=,GFdeSkt/MHeKiVtmnEbdfHzYTZXlIz/KGAEJosBmRQu6DuA6yA==,Singapore,0VMMZFo0dBAMbkDlCGw4rYFvws9ECp/zRZgzqzs33OGJhuT0DbcZo5/hnxoVfA==,TeUVfglI6v07Be43u9FxqOPKLdLxhoxkE5sJ+PUSuh1NlLgSw2vWjQ==,ml5CHil65MCxZEVgWEHCtwX1/NcLtSAKXiFVZSwPs//9pgAnhA8Lb5vCVqw0e+ZlZXSz0QE+hJM2qhTaDA==,2022-01-26,g82nYv1Zi494ZykEBwknuegVnpoBVdjeOs4mGiXyCacCjsFlIRyErmnjluDTPKAvoQ==
16,9Ng4g+X8EFuQgdGeb5/zda6R2VHXDNB4QzoIjxVmFKc7RToZ4CaU3CJIiQ==,SKGaIMeSIEFKKAouTMxZgI+lxlxoRWITNL2gpEwxm6pQPSw=,fnamAzyAfFaWSmwkK54wylmoYg9yOG10yRI8/O1020y9Bdk=,oTS61GWHQIKKXiTm0ZoopAePQN6iHQAYmEy806pbOGefXpjf6huHGA==,Oman,iasV994ZAs/mx9Ch8gZrupiXbveSgIwQGxU2bvlUSjYMEjzjDUEACz6hmBY=,afg85lwLS9/ClpeIs+bTFRhnPvE0l6/Xu/x8LKCvJK13XyFJ0AIA7vCiFFo7VmDNAg==,Bo920xesvJOmj8rVWMKcFEY8UUmLNPZRhmGThkep/WdO2fOaHNMnu+6L0KkFeosJEbNP,2022-04-12,hf1pnyubcC7++VYlHMIdOlHWdK+yq7MSoSpsdDOPqcGkAT0GGng/VYm0CrY/6g==
17,kufUYaHdTrZgDmzlCVkyWVaj+GKd4LRflekxOtI2UMW9jG09g9YpBfJafw==,VKTLziVe8b8Ob4ThEL4Pvd+Iw/X4sudTxU0pDWTEzdYefL/f,SExwRtNhlkM3nKzNM/bQYk+E2PKCz5Se8ZfzpinGv8/O,7ToUW1EnA4oqmmj+Mrj1aTb/ZT6pFtLsfd8dmki7gjFE+xEroBNj/Okccnza,Western Sahara,nr8wgf6LNWja6YSN2U/ve/MERQkz9Ojlx1iGY+deEdq73c9ZNzj2rNoWELrf,6EdGmFozhykWspvWRtVcNxJbBjHyj3lJRYQ/z0Yn55n8Blwr7Bt4Cx2svwi9AH/6,br9je1MTxuhGOrN7pnKgrUECmwvj8n4vCCGQ0ZG+gdZhkisu5EPY4gNnEdN0zIpSU6FNsQm3kxaE1CEPc0U=,2021-03-10,u5ZKE6B93pBRMYbvxMJEyX66qxz+fRNXA28w3vGtVARvK+7zk6qqb1EQNR7KhJRUuMnvPs8Ctw==
18,7u7jxxxdCw/O5uOJjjnDREQemPieroqGYj2PeF49TLQ5Uz9ziR255Cl/og==,M5QQT7CXtVBEq6uSg8kAnzPt43AvWkTHZ7Ugj2QTRFE=,xslAb0v7pG6cTLeBvuDFSl9q7c5aVblTdsO/y4JK8dM=,BvnKRYQFOXLVd1bdrR8EGGAxHW+Qcan57PNji/nEWzZz3nFw1vZ8,Mozambique,70OMEg6U84tBYtTx8UFoqoYdNIVJ90Cf6GSMjfEWJpwa9LeHYqgct9E=,DMpnD/Gwmzyxbcb8jHp1isELBghCpALg7IKKum3ARrKqsbg+U+gJoKrafvwmAQE=,UZ/IcdWM4qMrgsiXlNSU/KZbGmdDGNFBjyId3VZDR6/f7Y7xhMz1CMw2TgCls3yOmxcS,2022-03-26,MPZ/7nJtdHvyWSsCLA6jE+5cKGGI4b/V6x7a4a7S+apkeEePzQtpx58Xp/NNd7grM9znlw==
19,l0ENrxuokVyIdkaWIdje0e4FZN9S1peVVWUtbrYCaRFBg1ylBvUuAxQzcw==,EurKPlztGA+3Xfq1o5RdQgvmr4Xtm+eDCwO8E7Hu5kgyowyj,ExSOheFosnGvFt+2n96LvMpVcVg12psb++9qfYADACMYy4Eb,HkCBiufGbeQ3f6ObGhgO1I0aQIwL+HmAo32LWsRw9YV7AqM8aSM=,South Georgia and the South Sandwich Islands,khugWk5ZOWXxRrAPApJZcMVYJIQ603dhHQ7MKldALGO14hafv0R3yWPwizZjYEcqMA==,L1Uuszc1TWzyrA4AQ+V4QEqZ3wqQobAfH8h30qAp8/FeAXbI/spwPqo=,iY4nlRB4s68n+DggYZeD5AHTWAaUUO/pRk3w6LHhRNRcu3ydnsMx/Lawtq9yI+I/yQ==,2020-09-24,lg14oS/NB/z+q9lbxHZrYBireVxMy/PJJa5T6d6ZmkosHUxnQhLuFqCzua1zgSsLZmU=
20,klsayVwFrfVOZ77JefGhQFUbho+tmsS9AbwOH0dFsPlLK/EKLiP9oprtLg==,bDVkkF4QptVNUA0EfMienjRwWMZdZsQ3D8FKKRpvrarlhg==,0ThugnkN3+02D3wP4CC+OZgocgbxPrVZaGFmo/d/c1c=,RjEhyKbscQHeVfLyXefRLf0p0c02ICekxpWclXTqHFMMGeKCoTk=,French Polynesia,qpQfiqYRoZB+gXN8bp7cJuvN+aSFfJjs+2pQ73QcyYnQyQ0adnpbgwpBZZZa,6hPXFh3hUeaAmF4+EXs2ixPTMQCKRHTU7rMTSRZUj2UiKA5h90YCgRlOOrz8oEA=,O6KKk64xCfifZS9ASqJ6F4pzOJAiTI/kYlwHOxZLcX0VZhp4iVwDNfE1odH82onkjr7X,2021-09-24,mbBrD++OpWpWA+kl+kXmCji46CQtc59AQ+E/cJB2FcKFeSCByd3isd4IXRl2ZX0iTk2pWg==
21,sHM36ZAp/UWmE+TBpY0lKbnATjRkKniFLKpCS5KvGaeBHUM/KlNFqf88Ug==,iSDYdn0AwhCJtBWoT2c7JXfoHgdQ2cp6dlDvaLgI2lnYrnc=,w5vAOwCBPw94uHoK2O24JrPchu0C9xmmIV/NoI5w6yI=,yqtzfoJ54/raRv6UdL4NCV7E6Wsz8A4wM582jqAwtPCj7TSXfTM=,Malta,trIqDyeSf6NaTNvophJ7XtyT8TzLKKNmFRnWYsKyN75UgD59nG2kMA==,GoEg3vl+4UlhvPUJ0eN7fiLz/Rfe2MhEmzjnA8QSeqfhlM2m+a6tjZnv0EXd,B0KX1NK9FmLo/1fYDbCEH60r1hsdt5pUUWZ6pjBKejad0R63pKmV0sFZ40jbn/P5aJA=,2022-01-12,MZWHLRsIID9lC19LPDOLzljKqs/nfITsivfd8AylZQqJ3/MBI8PpvZI8JcFEG9RVJ09Z
22,80UpxF45m4p1Lzvrn44uPMk2uSCuDqrWBHnBzdjqOgiJeqHWYOxZgmdycg==,T3KCGikZa6vIs2HWWTuMj6xJ2o7jz3rkb/yk1Sfr5mT1,K1YQ9wbmcw4Iki5qLCPnjcFtrlUsgtmwsmbmruz1/U5sG3w=,BtcZXR0a473oOqWoPF9dCM0rWw0OM/uU8UMfGAiU1c3uNNUBvgyV,Netherlands,cDtzTDTd7xoCkOJnjnnQVPD2htuV/7ZlPcOiABrGelRanreN9oq3TUcvg+8VSRM5CRo=,4ZxL3/0n3y0Cg8cd1rbfOEEg801Ud2bnJNeRSWdXcAYjTuxdDF/zXVki4oGp307Y,eA8lhC4CTAvQDJ0PCGNQxQw7AbHpHyBxO9wDBnDJg5UTF2oPqCVYNFL1juyro0eBrxa2IvsfvPwBNKEH,2020-09-15,C8BPAlofmkrpCVr3T/V412cY9saEX6RMW8ROs9do/KU0T00T9dBSGwsdC49EE5JeJXnS7xP1+w==
23,qNnhjdJ5cyni+7hvfA5UfoV4v5EJUvdn3uyRohGogg1kc4Bw8GKzp/ezGQ==,u+UUSWAC3BTQuX7w20rAdYUYHrb6BpLOD8dLaOHLWiwK6mc=,EvqIpnFVCxCWfyBTZhwthF581Xff16fXUjF/jnBmdjR7iQ==,b0HyEQNA5R6xCTNznvQFfgKnSaccIl0Y5dlB0bAHZcm6lykSZJ2I6Q==,Paraguay,S2TyUBfVfU+l1PWjfnE7HY2p5+IcTqim8q/fFbNJCqL5eoEHU2U=,hTER2VfbDSFTYy/1UghFZiG/fz3pvO727jUmouRQ3B0vqRJ/TojOic8UiVzLDg==,9C53M/L11QQ8gij0E58LR2TPhq3nUQ4Lb6HVgfRdk6ZrvBWFSTWCSbIjd+2no6ogPHYDXurW,2020-08-19,hcTWnOD2YObeSerxp6L6Nyb9OSspAuaAoLmYXIj0ZJPmsQVsmJORyDMbc9Y=
24,LSYWrE0Wk1eOFoSbh310xaLsxB9Cy9y2Ym7X7ZiTSXFZXHQgdHfP/j78lg==,owgqqDg/+mtlQSAGStxe9HeH/ql1KRMgLgm2KlCvMvfa,fQGSjR7w1kyXaDN5HmePm9uwaQqPljOo2fV6e8wSnQ+tZE5xH1k=,vI4XJldAX8gIc7mwwBj72eBVAXwqzHF5iLsOSMwiJ8SaMfwVPJ000XQ=,Lao People's Democratic Republic,/9ex69AlNi+446csxK2voj2G6klEcV2GN6khWqDyug8/qdyx92dxIQ3/ifWj,yxWV1BN8F71NPSJmvvGZ0EOGIigiZryTkZAhXFUHOBBmngZ/tNEmng==,NEKBhMi6GhtH1nhzuJLmoDGWVvHwwq3vCS3gHxzTN+BX6r2hnD3wbSQl9r1wGWzEgQ==,2020-09-08,MswciVD25zDQlqI+MizwzG1NTFAjgUK8nC+v4iZMQ2rMTFP4IkbFwqp/dGYFoR4=
25,6g2eEt2Mvhyxo+4chjbYr1rI4OLj6XyhS4qnNKNSBP2kpxaAnZgSfJS3hg==,3dDufmkvLGkeVNa/LRGo0NDKouh9xaM4yaZYUbLKLcr1,0+2sVCyPK+8UQBHggbQadLy6/A8xMcCXp7bMCV4TGpaAjw==,XFXHF6fKEVC2ZwmenPfMCmNo5mjLoTjR9xiTc0uJNDWH2rvTkD4=,Albania,gXyfGwCnFLk1pkKBDwvQXiVnQsn3PkYhLxl2UjoCwCTDLyhWZvGrSXXAe+0jooI=,rHKVKaId22ZLzaH/CgTqqMkz0qPdt9wLQO2Y7yrr8WZYZkyDyLPN/A==,LBNUJPhOGmGuWn5HGp2L11BIuJ7HWHIkEfyvySbWSuc55syup0YFyFpM2N/OXvQ=,2021-04-06,rWf5WlS4qfbkgrB07U7K8tMFIyStlmbdBspt02cuageEORDEUTbNZzFQ4cqljiMJrLM=
26,u9Hjt8vqfmK0vqZ6nydD0V1iQvDA0IPgnt1j1a3tItr1LMBqadRCQDxnFA==,ZSXdWzD3pwa5O2SQW9TFtPDp7ZFa3shk5KMkVTbZ4ueWyA==,flD1bNcYGE3oVYLBq4dqyg98yH1SHEATc/x1Inlw7uE+,4k84BAMDl8G49Is8tSfO3WplbOBOOf19IfErl3I8kgYfsqh5SnKI,Panama,GyG74CePLYMtO3i4GgQ348+9oRMvS40A5belG2VpnWpHX2NWnRQsiA==,kCB6aDOybScxK6k6MuUT6NQOFKNunRo7hmu6D8gfQcWTZgxnKDHwJIxV44Y=,2KfJ4Hc7CQ6LVr1e4vRAfA8w2OelVmjqUxnCaTj1+jhFDZzqsQaNy7lAyNcJNX5/yAsxaPuDi+LITgM=,2022-05-24,xVouKG9oxiar4VsdFi/fxLxDWUYiHBAK/3sGdK42q0Eq+tuChXXqL6zomiYZo/WBzIU=
27,RLOwIZOWjDCwC9S8Xoc/FdtvXe4PS7piM0oqrbrCStCdAtlWMrgW4omgzQ==,sRteu2ja3kWDN61TYmF0usE7t2+1rIpjxHfnpJmJrbpw8g==,P7qgEjEoh6dGncAX7HBraXlguJUSoQpzG/DcAQmspJPZ,cht9HmL6DH2iSkExe8wow1UgAPE/jkSrLfRNXvghxUZTMW1NgBKOIA==,Belarus,GhUWPCrsgI+kJJdWwDQGWuocci0D+PL3JAMnBMfywz1/n/Anzfw68tRNQOIyvA==,TeG5ddCmgjrciiTRYMiXXkyjc+6Cm3425pkKpN+BUZ0Iy94kmeLkeQ==,/qhHsUYvsEzVcklzICr974Bzu52XGENc3yCvQPBhYl2tss7EFpbk3yx1QxOb31Y=,2022-02-20,9MW0vsF/cPkjAeebsMdP9YqiInfhiuWKARtRqpMQONFQ34gROKRC1grw7rJGOw1JPwjWKKM4wQ==
28,3NXHZkwzZ5LtluReYdj5giv1xezkyP23wRUQlJt4B29L4E9wWm/n4/Xjxg==,gHca1sQan1woRga3XZ0hgt/DVRB1zpCH/g/F58i0ZkCnGUJNnQ==,Oj/0kvqW9YLkVXwq7SI11wD2GXr3hn6pxdj5phK8fFMshA==,fBxy8yoICAlSI1yo3al0N5akry4fl6d19sNj38emgTWUmEjzBEKBpuhMGb5S,Switzerland,3XSvFjstCSH6nflfC3DFul275zhN7i8PDVunnjtHcyhpwnfhh/bcaUo3A2xjQ+J2,6FIWVVXvSscs3O9LS6DCRiWmnifvRFqrPY6okhhsDR8wMuYmC4vB6Q==,XIoswiDiHKeK+geJk+6wOup66DPMHF6YeOnVWX3/ZGULej5EDQ/NKP7PYdK+w9hm,2022-05-26,BQ/Q+YWk/pH0wtW5YPqAUOJn2avRYvdRQEyJSUMD+Ls2BXQ0pK0wdyR0Hfeci1rkCw==
29,mxIe9PBpHTsIzkSjbM1hLzMTq0aJdC+wLnfIeNksfRWAh8T+RCdDpKyWCw==,7Ft82MZML2cWPgWqBvwr7o2j6iLZbjxzs86oZ8AoZjCMyf8x,sTdKQtcZLDComMAapMKYYTBCvWpacnTHT3yQojb8VwcdIqRTXQOY,Zed9B6pBWgdwLKBUZCZ71AfNKCYWJz/mCmYbEF7QxwF37HN+AcPDXw==,Saint Vincent and the Grenadines,CNKSUmEmg6Q+wvVFEaC1+JyY2AGN1TxmnUUQgkl23cNBB2GMKEdwR/k=,3szrgHtjPphCA1VTlLx70P+KxjOUw5netMPO7866xMvaykU7rKzhYNxdIzb9mRpzxA==,9d6GUDH0RUgz7B6Zeb+dZrCagH9fY1wp4DMCKAG1vzhri6ouBwwmeMXDfZtH5Q==,2020-07-30,EzIX6mzfCvVJfTe3n4qcZtpfOxbo7bhei+joLg1HVKu0yxtwE0GcvpU+uPKWEEo=
